Online_Grocery_Site,Product_Catagory,Product_Name,Weight,Unit,DayOfDeal,Date,Original_Price,Discounted_Price,Discount %,Product_Category
KiranaMarket.com,,Sri Jainam Chilli Kela Wafer(Banana Chips),200.0,gm,Tuesday,28 Nov 2023,85.0,80.0,5.882352941176472,Chocolates Sweets & Snacks 
KiranaMarket.com,,Malkist Crunchy Layer Crackers - Chocolate,138.0,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Malkist Crunchy Layer Crackers - Cheese,138.0,gm,Tuesday,28 Nov 2023,50.0,30.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Marie Gold Biscuits,200.0,gm,Tuesday,28 Nov 2023,30.0,28.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Good Day Choco Chips Cookies,40.0,gm,Tuesday,28 Nov 2023,10.0,9.8,1.999999999999991,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Britannia Tiger Krunch Choco Chips Cookies, 27g (Pack of",12.0,Pc/Box,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Malkist Cappuccino Flavoured Crunchy Layered Crackers - Cappuccino Coated Biscuit -,138.0,gm,Tuesday,28 Nov 2023,50.0,45.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Gone Mad Gery Gang Of 5 Tiramisu Sticks,100,gm,Tuesday,28 Nov 2023,60.0,54.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Fruit N Nut Dark Chocolate,150.0,gm,Tuesday,28 Nov 2023,110.0,105.0,4.545454545454541,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Exotic Dark Chocolate- Californian Almond Sprinkled with BlackBerry Flavor,90.0,gm,Tuesday,28 Nov 2023,160.0,136.0,15.000000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses Milk Chocolate - 30% Less Sugar,36.0,gm,Tuesday,28 Nov 2023,60.0,56.0,6.666666666666665,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Hersheys Exotic Dark Chocolate ,Californian Almond Seasoned with Guava-Mexican Chili Flavor",90.0,gm,Tuesday,28 Nov 2023,160.0,136.0,15.000000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses Almond Pouch,100.8,gm,Tuesday,28 Nov 2023,140.0,129.0,7.857142857142863,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses Milk Chocolate,36.0,gm,Tuesday,28 Nov 2023,50.0,48.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses Milk Chocolate - Almonds,33.6,gm,Tuesday,28 Nov 2023,50.0,48.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Pure Magic Chocolush Cookies,75,gm,Tuesday,28 Nov 2023,35.0,33.0,5.714285714285716,Chocolates Sweets & Snacks 
KiranaMarket.com,,Gone Mad Gang of 5 Salted Caramel Sticks With,Sea,Pc/Box,Tuesday,28 Nov 2023,60.0,54.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Gone Mad Bestval Choco Stick,250.0,gm,Tuesday,28 Nov 2023,160.0,112.0,30.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Delmonte Sandwich Spread Spout Pack,80.0,gm,Tuesday,28 Nov 2023,35.0,20.0,42.85714285714286,Chocolates Sweets & Snacks 
KiranaMarket.com,,Mayora AttaBix Atta Sandwich Biscuit Chocolate Flavoured,115.0,gm,Tuesday,28 Nov 2023,40.0,38.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Chocobakes Choc Filled Cakes,21,gm,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Horlicks Biscuits,150.0,gm,Tuesday,28 Nov 2023,28.0,27.0,3.57142857142857,Chocolates Sweets & Snacks 
KiranaMarket.com,,Horlicks Biscuits,300.0,gm,Tuesday,28 Nov 2023,35.0,33.0,5.714285714285716,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Dairy Milk Silk Bubbly Bubble Gum Chocolate bar,50g,Pc/Box,Tuesday,28 Nov 2023,80.0,72.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Dairy Milk Silk Bubbly Bubble Gum Chocolate bar,120g,Pc/Box,Tuesday,28 Nov 2023,185.0,167.0,9.72972972972973,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle Melody Chocolate,195.0,gm,Tuesday,28 Nov 2023,50.0,48.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle Toffee - Kismi,294g,Pc/Box,Tuesday,28 Nov 2023,50.0,47.0,6.000000000000005,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle G Original Gluco Cookie,250.0,gm,Tuesday,28 Nov 2023,25.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle G Gold Biscuit,100.0,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Parle Monaco Biscuit - Classic Regular, Salted Snack, 75.4",g,Pc/Box,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Syrup Chocolate Almond,450.0,gm,Tuesday,28 Nov 2023,200.0,170.0,15.000000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Exotic Dark Chocolate - Californian Almond Seasoned with Guava-Mexican Chili Flavor,30.0,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sri Jainam Surti Sev,200.0,gm,Tuesday,28 Nov 2023,70.0,63.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Butter Biscuits,250.0,gm,Tuesday,28 Nov 2023,55.0,50.0,9.090909090909092,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Kurkure - Puffcorn, Yummy Cheese",28,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kurkure Green Chutney Style,44.0,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kurkure Masala Munch,44.0,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kurkure - Chilli Chatka,44.0,gm,Tuesday,28 Nov 2023,10.0,200.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Lion Syrup - Dates,500g,Pc/Box,Tuesday,28 Nov 2023,200.0,190.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast Dark Fantasy Choco Chips Biscuits,150.0,gm,Tuesday,28 Nov 2023,30.0,28.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sundrop Duo Coconut Bar,23.5,gm,Tuesday,28 Nov 2023,10.0,40.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Sundrop Duo Coconut Chocolate, 6",Pralines,Pc/Box,Tuesday,28 Nov 2023,40.0,38.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Toastea Premium Bake Rusk,200.0,gm,Tuesday,28 Nov 2023,35.0,33.0,5.714285714285716,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Tomato Sauce (No Onion No Garlic),450,gm,Tuesday,28 Nov 2023,80.0,76.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Celebrations Assorted Chocolate Gift Pack -,172.7,gm,Tuesday,28 Nov 2023,199.0,163.0,18.09045226130653,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Celebrations Assorted Chocolate Gift Pack -,118.6,gm,Tuesday,28 Nov 2023,100.0,90.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Oreo Double Stuf Crème Biscuit,75.0,gm,Tuesday,28 Nov 2023,20.0,18.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Lays Wafer Style - Potato Chips, Tangy Treat Flavour",52,gm,Tuesday,28 Nov 2023,20.0,18.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Haldirams Nagpur Soya Sticks,400,gm,Tuesday,28 Nov 2023,90.0,86.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Haldirams Tasty Nuts,400.0,gm,Tuesday,28 Nov 2023,95.0,91.0,4.210526315789476,Chocolates Sweets & Snacks 
KiranaMarket.com,,Haldirams Aloo Bhujia,400.0,gm,Tuesday,28 Nov 2023,90.0,86.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Haldirams Nagpur Moong Dal,400.0,gm,Tuesday,28 Nov 2023,105.0,90.0,14.28571428571429,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dabur Hajmola Anardana - Tasty Digestive Tablets - 160,Sachet,Pc/Box,Tuesday,28 Nov 2023,160.0,152.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Weikfield Red Chilli Sauce,200.0,gm,Tuesday,28 Nov 2023,60.0,50.0,16.666666666666664,Chocolates Sweets & Snacks 
KiranaMarket.com,,Weikfield Green Chilli Sauce,200.0,gm,Tuesday,28 Nov 2023,55.0,50.0,9.090909090909092,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Exotic Dark Pomegranate Chocolate,100,gm,Tuesday,28 Nov 2023,150.0,128.0,14.66666666666666,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Lite Spread,100,gm,Tuesday,28 Nov 2023,40.0,275.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Cooking Butter - Unsalted,500,gm,Tuesday,28 Nov 2023,275.0,262.0,4.727272727272725,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses White Chocolates - Cookies & Crème,100.8,gm,Tuesday,28 Nov 2023,140.0,129.0,7.857142857142863,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Kisses Cookies N Creme Chocolates,108,gm,Tuesday,28 Nov 2023,140.0,129.0,7.857142857142863,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Exotic Dark Blueberry & Acai Chocolate,33.3,gm,Tuesday,28 Nov 2023,55.0,53.0,3.6363636363636376,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Exotic Dark Raspberry & Goji Chocolate,33.3,gm,Tuesday,28 Nov 2023,55.0,53.0,3.6363636363636376,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Whole Almond Chocolate Bar,40,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast Dark Fantasy Vanilla Fills,30.0,gm,Tuesday,28 Nov 2023,10.0,210.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,McVities Oat Cookies,600,gm,Tuesday,28 Nov 2023,210.0,200.0,4.761904761904767,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Mcvities Digestive Biscuits, 100 g (Buy 4 Get",1,Pc/Box,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,McVities Whole Wheat 5 Grain Cracker Biscuit ,46.3,gm,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Bournville Cranberry Dark Chocolate Bar,80,gm,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Britannia Good Day Biscuit, Butter",75.0,gm,Tuesday,28 Nov 2023,10.0,9.6,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle Monaco Biscuit,200.0,gm,Tuesday,28 Nov 2023,35.0,34.0,2.857142857142858,Chocolates Sweets & Snacks 
KiranaMarket.com,,Parle Krackjack Biscuits,250.0,gm,Tuesday,28 Nov 2023,35.0,5.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast Bounce Choco Creme Biscuits,38.0,gm,Tuesday,28 Nov 2023,5.0,4.95,1.0000000000000009,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast Bounce Elaichi Delight Cream Biscuits,38.0,gm,Tuesday,28 Nov 2023,5.0,35.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia 50-50 Sweet & Salty Biscuits,200,gm,Tuesday,28 Nov 2023,35.0,33.5,4.285714285714281,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast All Rounder Chatpata Masala,28.2,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast All Rounder Cream & Herb,28.2,gm,Tuesday,28 Nov 2023,10.0,130.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Tenali Double Horse Rishika Sunnundalu With Jaggery,200.0,gm,Tuesday,28 Nov 2023,130.0,124.0,4.61538461538461,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle Milkybar Moosha Caramel Nougat Bar,40.0,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Milkybar Choo Straw, 12g - Pack of",28.0,Pc/Box,Tuesday,28 Nov 2023,5.0,45.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle-KitKat Share & Snap 2×3 Fingers,55,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Cookies - Butter,200,gm,Tuesday,28 Nov 2023,75.0,60.0,20.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Butter Cookies,50.0,gm,Tuesday,28 Nov 2023,15.0,12.0,20.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Amul Sugar Free Cookies,50,gm,Tuesday,28 Nov 2023,20.0,16.0,20.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Lays Chile Limon Flavour Chips,50.0,gm,Tuesday,28 Nov 2023,20.0,19.5,2.500000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Lays Sizzlin Hot Potato Chips,48.0,gm,Tuesday,28 Nov 2023,20.0,19.5,2.500000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Cadbury Oreo Vanilla Flavour Cookie Sandwich Cream Biscuit, Pack of 3x100g",Family,Pc/Box,Tuesday,28 Nov 2023,85.0,81.0,4.705882352941182,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Mixed Fruit Jam,1.0,Kg,Tuesday,28 Nov 2023,300.0,285.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Saffola Honey Active,100",1.0,Kg,Tuesday,28 Nov 2023,430.0,409.0,4.88372093023256,Chocolates Sweets & Snacks 
KiranaMarket.com,,Sunfeast Dark Fantasy Choco Fills Cookies,18.0,gm,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Knorr Pizza & Pasta Sauce,200,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Lays Gourmet Potato Chips ,Thai Sweet Chilli, Crispy",55,gm,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Lay's Gourmet Potato Chips , Lime & Cracked Pepper",55.0,gm,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Chocobakes Choco Chip Cookies,83.0,gm,Tuesday,28 Nov 2023,40.0,38.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Knorr Schezwan Sauce,200.0,gm,Tuesday,28 Nov 2023,70.0,67.0,4.285714285714281,Chocolates Sweets & Snacks 
KiranaMarket.com,,Knorr Classic Thick Tomato Soup,51.0,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Choki Choki Chocomilk Sticks,250.0,gm,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Gems Minis 142.2g,,Pc/Box,Tuesday,28 Nov 2023,100.0,85.0,15.000000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Silk Hearts & Roses Minis,153.0,gm,Tuesday,28 Nov 2023,200.0,170.0,15.000000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Perk Bites Home Treats,138.0,gm,Tuesday,28 Nov 2023,99.0,65.0,34.34343434343434,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury 5Star Bites,191.9,gm,Tuesday,28 Nov 2023,149.0,142.0,4.697986577181212,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Chocobakes Cookies,300.0,gm,Tuesday,28 Nov 2023,170.0,162.0,4.705882352941182,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Bournvita Biscuits 400g,4.1,Pc/Box,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Cadbury Oreo Chocolate Creme Biscuits, 500g",5.1,Pc/Box,Tuesday,28 Nov 2023,145.0,72.0,50.3448275862069,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Sandwich Spread Thousand Island Veg,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Sandwich Spread Cucumber & Carrot Veg,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Veg Mayonnaise Tandoori,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Veg Mayonnaise Burger,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,D.Oetker Funfoods Veg Mayonnaise Garlic,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Pasta & Pizza Red Sauce,250.0,gm,Tuesday,28 Nov 2023,99.0,94.05,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Veg Mayonnaise Original,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Veg Mayonnaise Olive Oil,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Veg Mayonnaise Original,100.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Pizza Topping,100.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Veg Mayonnaise Burger,100.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Chocolates Sweets & Snacks 
KiranaMarket.com,,Dr.Oetker Funfoods Sandwich Spread Cucumber & Carrot Veg,100.0,gm,Tuesday,28 Nov 2023,5.0,99.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Sandwich Spread Thousand Island,250.0,gm,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Sandwich Spread Cheese & Chilli,250.0,gm,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Veg Mayonnaise Eggless,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Pasta & Pizza Sauce,280.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Veeba Pasta and Pizza Sauce, No Onion No Garlic",280.0,gm,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Pizza Topping,280.0,gm,Tuesday,28 Nov 2023,18.0,89.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Garlic Chilli Chutney,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Schezwan Chilli Chutney,250.0,gm,Tuesday,28 Nov 2023,90.0,76.0,15.555555555555555,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Schezwan Stir Fry Sauce,250.0,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Thousand Island Dressing,300.0,gm,Tuesday,28 Nov 2023,155.0,148.0,4.516129032258065,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Chipotle Southwest Salad Dressing,300.0,gm,Tuesday,28 Nov 2023,175.0,167.0,4.571428571428571,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Mint Mayonnaise,300.0,gm,Tuesday,28 Nov 2023,175.0,167.0,4.571428571428571,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba American Mustard Sauce,320.0,gm,Tuesday,28 Nov 2023,149.0,129.0,13.422818791946312,Chocolates Sweets & Snacks 
KiranaMarket.com,,Veeba Honey Mustard Dressing,300.0,gm,Tuesday,28 Nov 2023,175.0,167.0,4.571428571428571,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Oreo Vanilla,972.0,gm,Tuesday,28 Nov 2023,290.0,145.0,50.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Organic Tattva Wild Forest Honey,250.0,gm,Tuesday,28 Nov 2023,185.0,148.0,20.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,"Brookside Dark Chocolate, Pomegranate",100.0,gm,Tuesday,28 Nov 2023,150.0,135.0,9.999999999999998,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Bournville Raisin & Nut,80.0,gm,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hersheys Strawberry Flavor Syrup,200.0,gm,Tuesday,28 Nov 2023,105.0,100.0,4.761904761904767,Chocolates Sweets & Snacks 
KiranaMarket.com,,Hershey Spreads Cocoa,150.0,gm,Tuesday,28 Nov 2023,170.0,162.0,4.705882352941182,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Mixed Fruit Jam,500g,Pc/Box,Tuesday,28 Nov 2023,175.0,167.0,4.571428571428571,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Mixed Fruit Jam Tub,100.0,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Mixed Fruit Jam Jar,200.0,gm,Tuesday,28 Nov 2023,75.0,72.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Fresh Tomato Ketchup Bottle,200.0,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kissan Fresh Tomato Ketchup,950.0,gm,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle Kit Kat,27.5,gm,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle Kit Kat,37.5,gm,Tuesday,28 Nov 2023,30.0,28.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Lotte Choco Pie,450.0,gm,Tuesday,28 Nov 2023,180.0,165.0,8.333333333333337,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle Kit Kat,12.8,gm,Tuesday,28 Nov 2023,10.0,20.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Nestle Classic Chocolate,36.0,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Bournvita Biscuits Pro-Health Cookies -,46.5,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kellogg's Potato Chips,110.0,gm,Tuesday,28 Nov 2023,115.0,110.0,4.347826086956519,Chocolates Sweets & Snacks 
KiranaMarket.com,,Cadbury Bournville Rich Cocoa,80.0,gm,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Pringles Peri Peri Potato Chips,110.0,gm,Tuesday,28 Nov 2023,109.0,88.0,19.266055045871557,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Nutri Choice Digestive Biscuits,100.0,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Marie Gold Biscuit,120.0,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Jim Jam Treat Biscuit,100.0,gm,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia 50 50 Sweet & Salty Biscuit,76.0,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Toastea Rusk,63.0,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Milk Bikis Biscuit,73.0,gm,Tuesday,28 Nov 2023,10.0,10.0,0.0,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Good Day Pista Badam Biscuit,45.0,gm,Tuesday,28 Nov 2023,10.0,9.7,3.0000000000000027,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Good Day Cashew Biscuit,53.0,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Bourbon Chocolate Biscuit,60.0,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Toastea Rusk,182.0,gm,Tuesday,28 Nov 2023,35.0,33.25,5.000000000000004,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia Tiger Glucose Biscuit,29.0,gm,Tuesday,28 Nov 2023,3.0,2.95,1.6666666666666607,Chocolates Sweets & Snacks 
KiranaMarket.com,,Britannia 50 50 Sweet & Salty Biscuit,150.0,gm,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Chocolates Sweets & Snacks 
KiranaMarket.com,,Lays Joyful Magic Masala Chips,52.0,gm,Tuesday,28 Nov 2023,20.0,19.5,2.500000000000002,Chocolates Sweets & Snacks 
KiranaMarket.com,,Kurkure Hyderabadi Hungama Namkeen,45.0,gm,Tuesday,28 Nov 2023,10.0,9.5,5.000000000000004,Chocolates Sweets & Snacks 
