Online_Grocery_Site,Product_Catagory,Product_Name,Weight,Unit,DayOfDeal,Date,Original_Price,Discounted_Price,Discount %,Product_Category
naturesbasket.co.in,World Foods,Bertolli Extra Light Olive Oil Jar 2Ltr,1,Pc/Box,28_Nov_2023,28 Nov 2023,4299.0,4299.0,0.0,
naturesbasket.co.in,World Foods,Barilla Penne Rigate Pasta 500G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,329.0,329.0,0.0,
naturesbasket.co.in,World Foods,Carbamide Forte Coconut Oil 500Ml Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,679.0,679.0,0.0,
naturesbasket.co.in,World Foods,Dabur Hommade Coconut Milk 200Ml Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,75.0,75.0,0.0,
naturesbasket.co.in,World Foods,Sorrentina Basil Seed Pesto 200G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,375.0,349.0,6.933333333333335,
naturesbasket.co.in,World Foods,Rafael Salgado Extra Light Olive Oil 2L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,3339.0,2470.86,26.0,
naturesbasket.co.in,World Foods,Borges Pure Olive Oil 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1350.0,1170.0,13.33333333333333,
naturesbasket.co.in,World Foods,Sorrentina Italian Garlic Hummus 200 G,1,Pc/Box,28_Nov_2023,28 Nov 2023,299.0,259.0,13.377926421404684,
naturesbasket.co.in,World Foods,Wingreens Farms Dill Tzatziki 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,200.0,0.0,
naturesbasket.co.in,World Foods,Wingreens Farms Garlic Dip 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,134.0,32.99999999999999,
naturesbasket.co.in,World Foods,Nongshim Shn Rmyn Noodle Soup 5In1 600G,1,Pc/Box,28_Nov_2023,28 Nov 2023,599.0,599.0,0.0,
naturesbasket.co.in,World Foods,Barilla Napoletana Pasta Pizza Sauce 400G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,499.0,499.0,0.0,
naturesbasket.co.in,World Foods,Bragg Organic Apple Cider Vinegar With Mother 32Oz Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1390.0,1390.0,0.0,
naturesbasket.co.in,World Foods,Conscious Food Mustard Oil 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,425.0,425.0,0.0,
naturesbasket.co.in,World Foods,Figaro Pure Olive Oil 5L Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,6695.0,6695.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Conscious Food Wild Forest Honey 200G Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,240.0,228.0,5.000000000000004,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Nutella Hazelnut  Spread 180G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,239.0,239.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Conscious Food Wild Forest Honey 500G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,480.0,456.0,5.000000000000004,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Id 100% Authentic Fresh Batter Idly And Dosa 1Kg Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,90.0,90.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Original Classic Hummus 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,134.0,32.99999999999999,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Original Olive Hummus 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,134.0,32.99999999999999,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Bobs Red Mill Gluten Free Roled Oat 907G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,1330.0,1330.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Nutella Hazelnut  Spread 350G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,399.0,399.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Basil Pesto 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,250.0,250.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Whole Truth Double Cocoa Protein Bar 52G Packet,1,Pc/Box,28_Nov_2023,28 Nov 2023,100.0,100.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Whole Truth Nuts Fruits & Seeds Breakfast Muesli 350G Packet,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,325.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Whole Truth Choco Variety Protein Bars 312G Box (Pack Of 6),1,Pc/Box,28_Nov_2023,28 Nov 2023,600.0,600.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Conscious Food Himalayan Multi Flora Honey 200G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,680.0,612.0,9.999999999999998,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Sorrentina Basil Seed Pesto 200G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,375.0,349.0,6.933333333333335,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Sorrentina Italian Garlic Hummus 200 G,1,Pc/Box,28_Nov_2023,28 Nov 2023,299.0,259.0,13.377926421404684,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Dill Tzatziki 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,200.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Garlic Dip 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,134.0,32.99999999999999,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Whole Truth Choco Fruit Cruch  Muesli 350G Packet,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,325.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Ferrero Nutella 750G,1,Pc/Box,28_Nov_2023,28 Nov 2023,769.0,769.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Cheesy Jalapeno Sauce 130G Tube,1,Pc/Box,28_Nov_2023,28 Nov 2023,250.0,250.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Chipotle Dip Spread Dressing 180G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,134.0,32.99999999999999,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Heinz Organic Tomato Ketchup Top Down 580Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1195.0,1195.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Farms Peri Peri Hummus Dip Spread 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,200.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Ritebite Max Prot Ult Choberry 100G,1,Pc/Box,28_Nov_2023,28 Nov 2023,175.0,175.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Whole Truth Peanut Cocao Protein Bar 52G Packet,1,Pc/Box,28_Nov_2023,28 Nov 2023,100.0,100.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Bobs Red Mill Extra Thick Rolled Oats 907G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,830.0,830.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Ritebite Max Protein Daily (10G Protein) Prawns Bars 100G Packet,1,Pc/Box,28_Nov_2023,28 Nov 2023,175.0,175.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Wingreens Peri Garlic Dip 150G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,200.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,The Butternut Co. Flaxseed Almond Butter 200G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,450.0,450.0,0.0,
naturesbasket.co.in,Breakfast Jams Honey Spreads,Utmt Organic Certified Honey 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,660.0,660.0,0.0,
naturesbasket.co.in,Grocery,Parsi Dairy Cows Ghee 1 L,1,Pc/Box,28_Nov_2023,28 Nov 2023,1245.0,1245.0,0.0,
naturesbasket.co.in,Grocery,Parsi Dairy Cows Ghee 1 L,1,Pc/Box,28_Nov_2023,28 Nov 2023,1245.0,1245.0,0.0,
naturesbasket.co.in,Grocery,Natures American Almonds 1Kg,1,Pc/Box,28_Nov_2023,28 Nov 2023,1299.0,1299.0,0.0,
naturesbasket.co.in,Grocery,Conscious Food Gir Cow Ghee 500Ml Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,2250.0,2137.5,5.000000000000004,
naturesbasket.co.in,Grocery,Parsi Dairy Cows Ghee 500 Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,650.0,650.0,0.0,
naturesbasket.co.in,Grocery,Conscious Food Desi A2 Cowghee 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,2190.0,2080.5,5.000000000000004,
naturesbasket.co.in,Grocery,Healthy Alternatives Organic Walnut Kernel 500G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,1399.0,1399.0,0.0,
naturesbasket.co.in,Grocery,Dry Fruits Gift 400G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,375.0,375.0,0.0,
naturesbasket.co.in,Grocery,Ha Bn Chilean Walnuts,250,gm,28_Nov_2023,28 Nov 2023,625.0,625.0,0.0,
naturesbasket.co.in,Grocery,Colavita Extra Virgin Olive Oil 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,2495.0,2495.0,0.0,
naturesbasket.co.in,Grocery,Ha Bn Mamra Almonds,250,gm,28_Nov_2023,28 Nov 2023,1200.0,1200.0,0.0,
naturesbasket.co.in,Grocery,Conscious Food Wild Forest Honey 500G Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,480.0,456.0,5.000000000000004,
naturesbasket.co.in,Grocery,Medjoul Super Jumbo Dates,1,Kg,28_Nov_2023,28 Nov 2023,3440.0,3440.0,0.0,
naturesbasket.co.in,Grocery,Borges Olive Oil Glass Bottle 1 L,1,Pc/Box,28_Nov_2023,28 Nov 2023,1350.0,1170.0,13.33333333333333,
naturesbasket.co.in,Grocery,Healthy Alternatives Walnut Kernel 250G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,768.0,768.0,0.0,
naturesbasket.co.in,Grocery,Natures Figs 250G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,1119.0,1119.0,0.0,
naturesbasket.co.in,Grocery,Borges Extra Virgin Olive Oil 2L Pet,1,Pc/Box,28_Nov_2023,28 Nov 2023,2700.0,2700.0,0.0,
naturesbasket.co.in,Grocery,Concious Food Desi Cow Ghee 500Ml Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,1090.0,1090.0,0.0,
naturesbasket.co.in,Grocery,Colavita Extra Virg Olive Oil Pet 500Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,1495.0,1495.0,0.0,
naturesbasket.co.in,Grocery,Ha Bn Anjeer Aaa,250,gm,28_Nov_2023,28 Nov 2023,900.0,900.0,0.0,
naturesbasket.co.in,Grocery,Helthy Alternative Dates Medjoul 300G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,649.0,649.0,0.0,
naturesbasket.co.in,Grocery,Healthy Alternatives Saudi Dates 500G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,699.0,699.0,0.0,
naturesbasket.co.in,Grocery,Natures Cashew Whole 240 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,999.0,999.0,0.0,
naturesbasket.co.in,Grocery,Ha Bn Khajoor Medjul,250,gm,28_Nov_2023,28 Nov 2023,624.75,624.75,0.0,
naturesbasket.co.in,Grocery,Black And Green Avocado Oil 500Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1599.0,1599.0,0.0,
naturesbasket.co.in,Grocery,Ajwa Dates,1,Kg,28_Nov_2023,28 Nov 2023,2560.0,2560.0,0.0,
naturesbasket.co.in,Grocery,Sanjeevani Traditional  Ghee 600Ml Jar,1,Pc/Box,28_Nov_2023,28 Nov 2023,1035.0,1035.0,0.0,
naturesbasket.co.in,Grocery,Natures Pistachio Irani 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,1219.0,1219.0,0.0,
naturesbasket.co.in,Grocery,Anveshan Pure Ghee 500Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1800.0,1800.0,0.0,
naturesbasket.co.in,Grocery,Bertolli Extra Light Olive Oil Jar 2Ltr,1,Pc/Box,28_Nov_2023,28 Nov 2023,4299.0,4299.0,0.0,
naturesbasket.co.in,Gourmet Platters,Nb Classy Cheese Platter,1,Pc/Box,28_Nov_2023,28 Nov 2023,1500.0,1500.0,0.0,
naturesbasket.co.in,Gourmet Platters,Cheese And Me,1,Pc/Box,28_Nov_2023,28 Nov 2023,399.0,399.0,0.0,
naturesbasket.co.in,Gourmet Platters,Nb Premium Cheese Platter,1,Pc/Box,28_Nov_2023,28 Nov 2023,4000.0,4000.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Turkey - 699,1,Pc/Box,28_Nov_2023,28 Nov 2023,699.0,699.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Turkey - 999,1,Pc/Box,28_Nov_2023,28 Nov 2023,999.0,999.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken Turkey Pork - 899,1,Pc/Box,28_Nov_2023,28 Nov 2023,899.0,899.0,0.0,
naturesbasket.co.in,Gourmet Platters,Get Fetagoudapepper Jackbrie In One Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,799.0,799.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Pork - 799,1,Pc/Box,28_Nov_2023,28 Nov 2023,799.0,799.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken - 399,1,Pc/Box,28_Nov_2023,28 Nov 2023,399.0,399.0,0.0,
naturesbasket.co.in,Gourmet Platters,Mini Party Platter,1,Pc/Box,28_Nov_2023,28 Nov 2023,699.0,699.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Pork - 699,1,Pc/Box,28_Nov_2023,28 Nov 2023,699.0,699.0,0.0,
naturesbasket.co.in,Gourmet Platters,Meat Platter Chicken & Turkey Pork - 1199,1,Pc/Box,28_Nov_2023,28 Nov 2023,1199.0,1199.0,0.0,
naturesbasket.co.in,Beverages,Perrier Carbonated Water 330Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,165.0,165.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Orange Juice1l Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,350.0,350.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Orange Juice 250Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,120.0,120.0,0.0,
naturesbasket.co.in,Beverages,PRIME TROPICALPUNCH HYDRATION DRINK500ML,1,Pc/Box,28_Nov_2023,28 Nov 2023,1050.0,1050.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Skin Glow,1,Kg,28_Nov_2023,28 Nov 2023,19900.0,19900.0,0.0,
naturesbasket.co.in,Beverages,Perrier Carbonated Water 750Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,275.0,275.0,0.0,
naturesbasket.co.in,Beverages,PRIME BLUE RASPBERRY HYDRATION DRINK 500,1,Pc/Box,28_Nov_2023,28 Nov 2023,1050.0,1050.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Throat Rescue Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,15900.0,15900.0,0.0,
naturesbasket.co.in,Beverages,PRIME ICE POP SUCETTE GLACEE HYDRATION D,1,Pc/Box,28_Nov_2023,28 Nov 2023,1050.0,1050.0,0.0,
naturesbasket.co.in,Beverages,Davidoff Fine Aroma Instant Coffee 100G Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,650.0,650.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Coconut Water 200 Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,60.0,60.0,0.0,
naturesbasket.co.in,Beverages,Evian Natural Mineral Water 500Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,150.0,0.0,
naturesbasket.co.in,Beverages,Evian Natural Mineral Water 500Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,150.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Pomegranate Juice1l Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,450.0,450.0,0.0,
naturesbasket.co.in,Beverages,Only Earth Oats Milk Unsweetened 1L Tetrapack,1,Pc/Box,28_Nov_2023,28 Nov 2023,295.0,295.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Masala Chai Ctc Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,3500.0,3500.0,0.0,
naturesbasket.co.in,Beverages,PRIME LEMON LIME HYDRATION DRINK 50,1,Pc/Box,28_Nov_2023,28 Nov 2023,1050.0,1050.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Mango Juice 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,250.0,250.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Masala Chai Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,13900.0,13900.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Coconut Water 200Ml Bottle Pack Of 6,1,Pc/Box,28_Nov_2023,28 Nov 2023,360.0,360.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Cold Extracted Great Fruit Juice 1L Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,500.0,500.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Detox Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,15100.0,15100.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Jasmine Pearls Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,29300.0,29300.0,0.0,
naturesbasket.co.in,Beverages,Cohoma Original Roasted Coffee 250G Can,1,Pc/Box,28_Nov_2023,28 Nov 2023,685.0,685.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Weight Loss,1,Kg,28_Nov_2023,28 Nov 2023,29500.0,29500.0,0.0,
naturesbasket.co.in,Beverages,Raw Pressery Sugarcane Juice 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,250.0,250.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Stressbuster Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,17000.0,17000.0,0.0,
naturesbasket.co.in,Beverages,Tea Culture Sweet Sleep Loose Tea,1,Kg,28_Nov_2023,28 Nov 2023,19800.0,19800.0,0.0,
naturesbasket.co.in,Beverages,AVOLT PROTEIN WAFER BAR 50G CHOCOLATE PEANUT BUTTER,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,135.0,9.999999999999998,
naturesbasket.co.in,Beverages,Red Bull Energy Drink 250 Ml (4 Pack),1,Pc/Box,28_Nov_2023,28 Nov 2023,480.0,480.0,0.0,
naturesbasket.co.in,Snacking,Gadre Edamame 500G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,500.0,500.0,0.0,
naturesbasket.co.in,Snacking,Cheetos Flamingo Hot Chips 227G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,750.0,750.0,0.0,
naturesbasket.co.in,Snacking,Sapphire Creamy Crackers 350G,1,Pc/Box,28_Nov_2023,28 Nov 2023,200.0,200.0,0.0,
naturesbasket.co.in,Snacking,Tong Garden Party Snacks 180G,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,150.0,0.0,
naturesbasket.co.in,Snacking,Home Delite Healthy Assorted Chips 220G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,280.0,280.0,0.0,
naturesbasket.co.in,Snacking,Cheetos Corn Puffs Crunchy Chips 227G,1,Pc/Box,28_Nov_2023,28 Nov 2023,825.0,825.0,0.0,
naturesbasket.co.in,Snacking,Zorabian Chicken Seekh Kebab 250G,1,Pc/Box,28_Nov_2023,28 Nov 2023,190.0,190.0,0.0,
naturesbasket.co.in,Snacking,Prasuma Chicken Momos Original 24 Pcs,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,276.25,15.000000000000002,
naturesbasket.co.in,Snacking,The Bakers Dozen Handmade Coconut Oats Cookies 150G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,175.0,175.0,0.0,
naturesbasket.co.in,Snacking,Prasuma Spicy Chicken Momos 24Pcs,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,276.25,15.000000000000002,
naturesbasket.co.in,Snacking,Lexclusif Roasted Potato Chips Salted 75G Tin,1,Pc/Box,28_Nov_2023,28 Nov 2023,129.0,129.0,0.0,
naturesbasket.co.in,Snacking,Zorabian Chicken Sausages 250G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,170.0,170.0,0.0,
naturesbasket.co.in,Snacking,Yummiez Juicy Chicken Nuggets 750G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,475.0,450.0,5.263157894736848,
naturesbasket.co.in,Snacking,Yummiez Juicy Chicken Nuggets 750G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,475.0,450.0,5.263157894736848,
naturesbasket.co.in,Snacking,Lotus Biscoff Caramelised Biscuit 250G,1,Pc/Box,28_Nov_2023,28 Nov 2023,299.0,299.0,0.0,
naturesbasket.co.in,Snacking,Cheetos Cheese Snacks Cheddar Jalapeno 226.8G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,825.0,825.0,0.0,
naturesbasket.co.in,Snacking,Tong Garden Party Snack 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,350.0,350.0,0.0,
naturesbasket.co.in,Snacking,Very Berry Fruits Frozen Raspberry 150G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,350.0,350.0,0.0,
naturesbasket.co.in,Snacking,Yummiez Juicy Chicken Nuggets 500G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,350.0,325.0,7.14285714285714,
naturesbasket.co.in,Snacking,Hb Bakers Choice  Almond Cake Rusk 200G,1,Pc/Box,28_Nov_2023,28 Nov 2023,225.0,202.5,9.999999999999998,
naturesbasket.co.in,Snacking,Tong Garden Salted Peanuts 400G Pkt,1,Pc/Box,28_Nov_2023,28 Nov 2023,350.0,350.0,0.0,
naturesbasket.co.in,Snacking,Tong Garden Salted Pistachios Snack 400G,1,Pc/Box,28_Nov_2023,28 Nov 2023,1150.0,1150.0,0.0,
naturesbasket.co.in,Snacking,The Bakers Dozen Dark Chocolate Cookies 200G Box,1,Pc/Box,28_Nov_2023,28 Nov 2023,199.0,199.0,0.0,
naturesbasket.co.in,Snacking,Home Delite Diet Assorted Chips 220G,1,Pc/Box,28_Nov_2023,28 Nov 2023,270.0,270.0,0.0,
naturesbasket.co.in,Snacking,Home Delite Ragi Chakli 220G,1,Pc/Box,28_Nov_2023,28 Nov 2023,220.0,220.0,0.0,
naturesbasket.co.in,Snacking,Hb Bakers Choice Mawa Cake Rusk 200G,1,Pc/Box,28_Nov_2023,28 Nov 2023,190.0,171.0,9.999999999999998,
naturesbasket.co.in,Snacking,Loacker Quadratini Cream Kakao Wafer Biscuits 125G,1,Pc/Box,28_Nov_2023,28 Nov 2023,249.0,249.0,0.0,
naturesbasket.co.in,Snacking,Hb Bakers Choice Oats Rus 155 G,1,Pc/Box,28_Nov_2023,28 Nov 2023,155.0,139.5,9.999999999999998,
naturesbasket.co.in,Snacking,Pringles Sour Cream & Onion 165 G,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,325.0,0.0,
naturesbasket.co.in,Snacking,Loacker Quadratini Napolitaner Wafer 125G,1,Pc/Box,28_Nov_2023,28 Nov 2023,249.0,249.0,0.0,
naturesbasket.co.in,Health & Wellness,Raw Pressery Plain Unsweetened Almond Milk 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,292.5,9.999999999999998,
naturesbasket.co.in,Health & Wellness,Raw Pressery Plain Unsweetened Almond Milk 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,292.5,9.999999999999998,
naturesbasket.co.in,Health & Wellness,Healthy Alternatives Organic Walnut Kernel 500G Pouch,1,Pc/Box,28_Nov_2023,28 Nov 2023,1399.0,1399.0,0.0,
naturesbasket.co.in,Health & Wellness,Amul Lactose Free Drink 250Ml Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,25.0,25.0,0.0,
naturesbasket.co.in,Health & Wellness,Organic Tomato 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,99.0,99.0,0.0,
naturesbasket.co.in,Health & Wellness,Epigamia Almond Drink Unsweetened 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,260.0,20.0,
naturesbasket.co.in,Health & Wellness,Organic Ginger 250G,1,Pc/Box,28_Nov_2023,28 Nov 2023,189.0,189.0,0.0,
naturesbasket.co.in,Health & Wellness,So Good Un Sweetened Almond Milk 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,300.0,270.0,9.999999999999998,
naturesbasket.co.in,Health & Wellness,Akshayakalpa Organic Malai Paneer 200G,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,140.0,6.666666666666665,
naturesbasket.co.in,Health & Wellness,Akshayakalpa Organic Malai Paneer 200G,1,Pc/Box,28_Nov_2023,28 Nov 2023,150.0,140.0,6.666666666666665,
naturesbasket.co.in,Health & Wellness,Minus 30 Ice Cream - Espresso Vegan N Sugar Free Tub 500 Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,1000.0,1000.0,0.0,
naturesbasket.co.in,Health & Wellness,Raw Pressery Cacao Almond Milk 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,325.0,0.0,
naturesbasket.co.in,Health & Wellness,Raw Pressery Cacao Almond Milk 1L Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,325.0,325.0,0.0,
naturesbasket.co.in,Health & Wellness,Wellbeing Nutrition Melts Restful Sleep Box (Pack Of 30 Oral Strips),1,Pc/Box,28_Nov_2023,28 Nov 2023,649.0,649.0,0.0,
naturesbasket.co.in,Health & Wellness,Minus 30 Ice Cream - Dark Choc Vegan N Sugar Free Tub 500 Ml,1,Pc/Box,28_Nov_2023,28 Nov 2023,1000.0,1000.0,0.0,
naturesbasket.co.in,Health & Wellness,So Good Unsweetened Almond Milk 200Ml Tetra Pack,1,Pc/Box,28_Nov_2023,28 Nov 2023,75.0,75.0,0.0,
naturesbasket.co.in,Health & Wellness,Organic Onion 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,79.0,79.0,0.0,
naturesbasket.co.in,Health & Wellness,Heinz Organic Tomato Ketchup Top Down 580Ml Bottle,1,Pc/Box,28_Nov_2023,28 Nov 2023,1195.0,1195.0,0.0,
naturesbasket.co.in,Health & Wellness,Dr. Schar Gluten Free Crackers 210G,1,Pc/Box,28_Nov_2023,28 Nov 2023,585.0,585.0,0.0,
naturesbasket.co.in,Health & Wellness,Organic French Beans 250G,1,Pc/Box,28_Nov_2023,28 Nov 2023,69.0,69.0,0.0,
naturesbasket.co.in,Health & Wellness,Organic Carrot 250G,1,Pc/Box,28_Nov_2023,28 Nov 2023,59.0,59.0,0.0,
naturesbasket.co.in,Health & Wellness,Organic Potato 500G,1,Pc/Box,28_Nov_2023,28 Nov 2023,65.0,65.0,0.0,
